Property Class Name,Period,Slice,As Of,Geography Name,Inventory SF,Market Asking Rent/SF,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Vacancy Rate,Existing Buildings
Office,2025 Q3,All,2025 Q2,Tampa - FL USA - Suburban (Location Type),72347080,27.93,-283846,97014,9.22648310661316%,8148
Office,2025 Q3,All,2025 Q2,Tampa - FL USA - Urban (Location Type),38539222,33.88,128573,396249,11.9182087481022%,1941
Office,2025 Q3,All,2025 Q2,Tampa - FL USA - Westshore,19534575,37.46,337484,421841,12.3633556067944%,666
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - CBD (Cluster),10447212,16.78,119108,-36990,7.62087553739548%,268
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - CBD,10447212,16.78,119108,-36990,7.62087553739548%,268
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - East Toledo/Oregon (Cluster),1256324,15.35,3460,-274,3.20538319647312%,114
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - East Toledo/Oregon,1256324,15.35,3460,-274,3.20538319647312%,114
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - Fulton County (Cluster),470046,16.25,-584,-74,0.66121187992394%,97
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - Fulton County,470046,16.25,-584,-74,0.66121187992394%,97
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - North Toledo (Cluster),470866,16.51,-550,-86,0.0985418329946697%,81
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - North Toledo,470866,16.51,-550,-86,0.0985418329946697%,81
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - Perrysburg/Northwood (Cluster),2667900,17.42,-30023,-542,3.00074964761734%,324
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - Perrysburg/Northwood,2667900,17.42,-30023,-542,3.00074964761734%,324
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - South/Southwest (Cluster),5904213,16.77,-47158,-1301,6.57364502549171%,466
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - South/Southwest,5904213,16.77,-47158,-1301,6.57364502549171%,466
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - Suburban (Location Type),16577168,16.74,-134510,-3625,4.86410595476627%,1580
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - Urban (Location Type),10918078,16.76,118558,-37076,7.29645788669586%,349
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - West/Sylvania (Cluster),6278685,16.73,-60205,-1434,4.69483658671379%,579
Office,2025 Q3,All,2025 Q2,Toledo - OH USA - West/Sylvania,6278685,16.73,-60205,-1434,4.69483658671379%,579
Office,2025 Q3,All,2025 Q2,Topeka - KS USA - Suburban (Location Type),11586108,18.68,136289,97138,7.37326145172119%,603
Office,2025 Q3,All,2025 Q2,Topeka - KS USA - Topeka (Cluster),11586108,18.68,136289,97138,7.37326145172119%,603
Office,2025 Q3,All,2025 Q2,Topeka - KS USA - Topeka,11586108,18.68,136289,97138,7.37326145172119%,603
Office,2025 Q3,All,2025 Q2,Trenton - NJ USA - Suburban (Location Type),32511692,28.98,166927,50960,10.5664789676666%,1250
Office,2025 Q3,All,2025 Q2,Trenton - NJ USA - Trenton (Cluster),32511692,28.98,166927,50960,10.5664789676666%,1250
Office,2025 Q3,All,2025 Q2,Trenton - NJ USA - Trenton,30641025,28.62,128045,718,10.6015346944332%,1135
Office,2025 Q3,All,2025 Q2,Trenton - NJ USA - Trenton North,1870667,34.96,38882,50242,9.99226495623589%,115
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Ajo/W Outlying Pima Cnty,104574,23.66,-221,-9,0.202727247960865%,9
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - CBD (Location Type),6248336,22.69,-41773,-693,4.3201420456171%,339
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Central (Cluster),19367842,22.37,-53653,-8616,11.5341916680336%,1817
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Central Tucson,10383207,22.24,-17661,-7712,13.048742711544%,1117
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Downtown Tucson,6248336,22.69,-41773,-693,4.3201420456171%,339
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - East Tucson,1304033,23.14,-13226,-113,18.4978440403938%,140
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Foothills,1446028,28.8,6094,-157,8.61158967018127%,103
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Green Valley/South Tucson,388582,26.05,-10532,-33,10.6330193579197%,50
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - North (Cluster),5835748,26.66,-56216,-660,9.90825891494751%,530
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - North Tucson/Oro Valley,3849006,26.01,-41156,-429,11.0307440161705%,369
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Northwest Tucson,540714,25.64,-21154,-74,5.38565665483475%,58
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Outlying Pima County (Cluster),104574,23.66,-221,-9,0.202727247960865%,9
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - South (Cluster),3515621,25.17,-101074,-322,11.5445606410503%,280
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Southeast Tucson,722100,24.73,17973,-76,28.1519174575806%,41
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Southwest Tucson,2404939,25.16,-108516,-213,6.70540928840637%,189
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Suburban (Location Type),12192242,25.19,-151745,-1202,13.0691304802895%,1180
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - Urban (Location Type),10383207,22.24,-17646,-7712,13.0485981702805%,1117
Office,2025 Q3,All,2025 Q2,Tucson - AZ USA - West Tucson,1432266,21.18,18992,-98,25.68698823452%,221
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - CBD (Cluster),13910305,18.73,310231,-3793,10.6917642056942%,161
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - CBD,13910305,18.73,310231,-3793,10.6917642056942%,161
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - CBD (Location Type),13910305,18.73,310231,-3793,10.6917642056942%,161
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Creek County,663852,15.31,2862,-136,0.801684707403183%,92
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - East (Cluster),3326138,16.25,357092,-809,9.64923873543739%,65
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - East,3326138,16.25,357092,-809,9.64923873543739%,65
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Mid-Town (Cluster),6724234,18.4,6885,-1573,9.08148065209389%,474
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Mid-Town,6724234,18.4,6885,-1573,9.08148065209389%,474
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - North Central (Cluster),3962451,14.71,-67858,-916,11.8962481617928%,279
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - North Central,3962451,14.71,-67858,-916,11.8962481617928%,279
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Northeast (Cluster),2821389,18.2,-11581,-606,0.812153145670891%,314
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Northeast,1913897,18.38,-6624,-438,0.547208124771714%,151
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Northwest (Cluster),594731,17.08,694,-132,0.0897884950973094%,58
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Northwest,435915,17.09,-492,-99,0.090155191719532%,32
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Okmulgee County (Cluster),713642,17.46,-1726,-157,0.414493540301919%,88
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Okmulgee County,713642,17.46,-1726,-157,0.414493540301919%,88
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Osage County,158816,17.07,1186,-33,0.0887819856870919%,26
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Pawnee County,40071,15.7,-38,-6,0.0798582506831735%,9
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Rogers County,907492,17.83,-4957,-168,1.37092117220163%,163
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - South (Cluster),1776581,22,36959,5566,2.24031433463097%,225
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - South,1776581,22,36959,5566,2.24031433463097%,225
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - South Central (Cluster),14117096,18.22,-28112,16471,13.3302986621857%,551
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - South Central,14117096,18.22,-28112,16471,13.3302986621857%,551
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Southeast (Cluster),3042410,18.52,21074,-714,2.56027299910784%,281
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Southeast,2817017,18.53,19081,-674,2.54045333713293%,225
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Southwest (Cluster),1063973,17.57,-63393,22553,8.85981097817421%,105
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Southwest,400121,21.31,-66255,22689,22.2292751073837%,13
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Suburban (Location Type),24997687,17.61,282392,23018,6.66075646877289%,2036
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Urban (Location Type),14117096,18.22,-28112,16471,13.3302986621857%,551
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - Wagoner County,225393,18.42,1993,-40,2.80798431485891%,56
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - West (Cluster),972138,16.3,4246,-194,2.43566241115332%,147
Office,2025 Q3,All,2025 Q2,Tulsa - OK USA - West,932067,16.33,4284,-188,2.53694206476212%,138
Office,2025 Q3,All,2025 Q2,Tuscaloosa - AL USA - Greene County,3040,23.67,-4,,0.131578953005373%,3
Office,2025 Q3,All,2025 Q2,Tuscaloosa - AL USA - Hale County,5658,21.49,-9,-1,0.141392718069255%,3
Office,2025 Q3,All,2025 Q2,Tuscaloosa - AL USA - Suburban (Location Type),5066077,20.33,9453,33237,1.53763946145773%,650
Office,2025 Q3,All,2025 Q2,Tuscaloosa - AL USA - Tuscaloosa (Cluster),5066077,20.33,9453,33237,1.53763946145773%,650
Office,2025 Q3,All,2025 Q2,Tuscaloosa - AL USA - Tuscaloosa,5057379,20.33,9466,33238,1.5400467440486%,644
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Downtown Rome (Cluster),1079204,15.32,-399,-161,8.27471017837524%,96
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Downtown Rome,1079204,15.32,-399,-161,8.27471017837524%,96
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Greater Rome (Cluster),745260,17.61,-1361,-127,7.33462125062943%,39
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Greater Rome,745260,17.61,-1361,-127,7.33462125062943%,39
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Herkimer County (Cluster),766576,15.87,-9723,-119,1.33815826848149%,86
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Herkimer County,766576,15.87,-9723,-119,1.33815826848149%,86
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Outlying Oneida County (Cluster),3365388,19.25,-17654,-550,0.790547765791416%,230
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Outlying Oneida County,3365388,19.25,-17654,-550,0.790547765791416%,230
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Suburban (Location Type),10683519,16.39,-69086,-1712,2.64536440372467%,754
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Utica (Cluster),4727091,14.49,-39949,-755,2.15337499976158%,303
Office,2025 Q3,All,2025 Q2,Utica - NY USA - Utica,4727091,14.49,-39949,-755,2.15337499976158%,303
Office,2025 Q3,All,2025 Q2,Vallejo-Fairfield - CA USA - Benicia/Vallejo,3879071,25.98,-28499,-289,10.1885989308357%,417
Office,2025 Q3,All,2025 Q2,Vallejo-Fairfield - CA USA - Fairfield/Suisun City,2984271,27.64,20317,-484,10.0889295339584%,188
Office,2025 Q3,All,2025 Q2,Vallejo-Fairfield - CA USA - Outer Solano County,20220,26.6,-32,-1,0.153313553892076%,6
Office,2025 Q3,All,2025 Q2,Vallejo-Fairfield - CA USA - Solano County (Cluster),8547295,26.83,-692,-892,8.58518406748772%,767
Office,2025 Q3,All,2025 Q2,Vallejo-Fairfield - CA USA - Suburban (Location Type),8547295,26.83,-692,-892,8.58518406748772%,767
Office,2025 Q3,All,2025 Q2,Vallejo-Fairfield - CA USA - Vacaville/Dixon,1663733,27.38,7522,-118,2.25192382931709%,156
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Camarillo/Point Mugu,2645101,26.56,-15137,-243,10.4943819344044%,140
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Fillmore/NE County,103423,25.81,-133,-2,0.126664282288402%,34
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Moorpark/Simi Valley,2169892,28.51,863,-287,6.65429458022118%,166
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Ojai/NW County,361920,26.16,6115,-12,7.08692520856857%,89
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Oxnard/Port Hueneme,3629213,27.88,-53000,-283,9.36315953731537%,318
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Santa Paula/Somis,292021,23.88,-3315,-7,5.00717423856258%,75
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Suburban (Location Type),21787061,28.69,111800,-1947,10.4152597486973%,1608
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Thousand Oaks/SE County,7964610,31.66,175681,-778,14.370533823967%,320
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Ventura,4620881,26.08,726,-335,6.97773844003677%,466
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Ventura North (Cluster),7548137,26.7,4256,-643,6.71988353133202%,830
Office,2025 Q3,All,2025 Q2,Ventura - CA USA - Ventura South (Cluster),14238924,29.75,107544,-1304,12.3742006719112%,778
Office,2025 Q3,All,2025 Q2,Vineland - NJ USA - Suburban (Location Type),2872971,20.19,-1023,-27885,4.00634035468102%,353
Office,2025 Q3,All,2025 Q2,Vineland - NJ USA - Vineland/Bridgeton (Cluster),2872971,20.19,-1023,-27885,4.00634035468102%,353
Office,2025 Q3,All,2025 Q2,Vineland - NJ USA - Vineland/Bridgeton,2872971,20.19,-1023,-27885,4.00634035468102%,353
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Dinuba (Cluster),279837,20.12,1249,-8,2.58829239755869%,51
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Dinuba,279837,20.12,1249,-8,2.58829239755869%,51
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Downtown (Cluster),1015387,21.65,16673,-36,1.57368574291468%,199
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Downtown,1015387,21.65,16673,-36,1.57368574291468%,199
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - E Outlying Tulare County (Cluster),67046,22.84,-107,,0.161083438433707%,26
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - E Outlying Tulare County,67046,22.84,-107,,0.161083438433707%,26
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - East Downtown (Cluster),182006,24.96,2725,-15,0.15603881329298%,16
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - East Downtown,182006,24.96,2725,-15,0.15603881329298%,16
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - East Porterville (Cluster),3317,21.26,-5,,0.150738621596247%,1
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - East Porterville,3317,21.26,-5,,0.150738621596247%,1
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - East Visalia (Cluster),204874,22.7,-1998,-14,0.968400109559298%,36
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - East Visalia,204874,22.7,-1998,-14,0.968400109559298%,36
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Farmersvle/Exeter/Lindsay (Cluster),197457,20.04,7762,-3,0.158515525981784%,61
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Farmersvle/Exeter/Lindsay,197457,20.04,7762,-3,0.158515525981784%,61
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - North Visalia (Cluster),302390,21.05,-1356,-14,1.03938626125455%,49
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - North Visalia,302390,21.05,-1356,-14,1.03938626125455%,49
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Northwest Visalia (Cluster),730433,25.25,15488,-44,1.53361083939672%,109
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Northwest Visalia,730433,25.25,15488,-44,1.53361083939672%,109
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - NW Outlying Tulare County (Cluster),163283,21.54,-264,-1,0.161070039030164%,45
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - NW Outlying Tulare County,163283,21.54,-264,-1,0.161070039030164%,45
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Old Town (Cluster),360608,24.16,9129,-14,4.95357848703861%,64
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Old Town,360608,24.16,9129,-14,4.95357848703861%,64
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Porterville (Cluster),1066763,20.13,-3883,-34,1.46958604454994%,211
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Porterville,1066763,20.13,-3883,-34,1.46958604454994%,211
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Southwest Visalia (Cluster),1975971,23.03,-35667,-144,6.43936544656754%,245
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Southwest Visalia,1975971,23.03,-35667,-144,6.43936544656754%,245
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Suburban (Location Type),6588781,22.59,-5386,-328,3.16950902342796%,1128
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - SW Outlying Tulare County (Cluster),59996,21.7,-98,-1,0.161677447613329%,18
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - SW Outlying Tulare County,59996,21.7,-98,-1,0.161677447613329%,18
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Tulare (Cluster),994800,23.25,1639,-36,2.35323682427406%,196
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Tulare,994800,23.25,1639,-36,2.35323682427406%,196
Office,2025 Q3,All,2025 Q2,Visalia - CA USA - Urban (Location Type),1015387,21.65,16673,-36,1.57368574291468%,199
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Alexandria/I-395 Area (Cluster),23604046,35.73,-174771,-80007,22.7193802595139%,762
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Annandale,2257712,27.31,1508,-813,9.48934108018875%,134
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Ballston,8280006,40.94,-201982,-3376,28.7654876708984%,40
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Beltsville/Calverton,1705045,25.47,-3959,-769,10.8646400272846%,45
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Bethesda/Chevy Chase (Cluster),14664818,42.54,-169181,-5934,24.2933124303818%,213
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Bethesda/Chevy Chase,14664818,42.54,-169181,-5934,24.2933124303818%,213
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Bowie,2402509,31.02,-50948,-1018,8.58831331133842%,76
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Branch Avenue Corridor,2742630,29.62,-16149,-1029,2.70966198295355%,172
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Calvert County (Cluster),1588700,29.01,12689,112445,10.8991630375385%,147
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Calvert County,1588700,29.01,12689,112445,10.8991630375385%,147
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Capitol Hill,7958390,56.13,-82825,-51038,18.7270790338516%,342
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Capitol Hill Area (Cluster),36491888,52.65,-923027,-602400,16.8892383575439%,488
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Capitol Riverfront,3476599,53.79,-20142,-2809,22.9317218065262%,43
Office,2025 Q3,All,2025 Q2,Washington - DC USA - CBD,48170912,54.32,-529756,-309331,19.909830391407%,371
Office,2025 Q3,All,2025 Q2,Washington - DC USA - CBD (Location Type),147664308,54.89,-2084151,-1268848,19.2490637302399%,1441
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Charles County (Cluster),2854580,27.46,-41190,-1061,5.71485124528408%,259
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Charles County,2854580,27.46,-41190,-1061,5.71485124528408%,259
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Clarendon/Courthouse,6655852,39.51,-9142,-2429,25.6086379289627%,59
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Clarke County (Cluster),557322,30.31,-1973,-199,0.31830791849643%,27
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Clarke County,557322,30.31,-1973,-199,0.31830791849643%,27
Office,2025 Q3,All,2025 Q2,Washington - DC USA - College Park,4830703,26.94,-19274,-2322,11.5179091691971%,232
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Crystal City,12057076,41.58,-289962,-6303,28.896027803421%,53
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Downtown DC (Cluster),107426270,55.93,-1171242,-664983,19.9419185519218%,800
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Dulles Corridor (Cluster),58369225,31.95,5333,-310858,19.1132500767708%,741
Office,2025 Q3,All,2025 Q2,Washington - DC USA - DuPont Circle,3049083,46.21,32582,-1097,14.6838903427124%,209
Office,2025 Q3,All,2025 Q2,Washington - DC USA - E Prince George's County (Cluster),2980187,30.25,-52915,-1222,7.15374574065208%,129
Office,2025 Q3,All,2025 Q2,Washington - DC USA - East End,54325208,57.8,-625010,-353590,20.2666193246841%,392
Office,2025 Q3,All,2025 Q2,Washington - DC USA - East Falls Church (Cluster),905129,33.2,-4537,-337,1.15475254133344%,57
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Eisenhower Ave Corridor,5362494,38.09,-32832,-2335,28.4444153308868%,35
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Fairfax Center,7736948,30.07,-277028,-3170,24.069219827652%,73
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Fairfax City,4947747,25.6,24147,31420,7.9858772456646%,215
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Falls Church,2808211,27.32,7144,-1078,9.39861685037613%,185
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Fauquier County/Vint Hill (Cluster),1675313,25.66,9152,-572,5.75283542275429%,212
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Fauquier County/Vint Hill,1675313,25.66,9152,-572,5.75283542275429%,212
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Fort Belvoir Army Reserve (Cluster),110262,30.29,-393,-41,0.31923963688314%,2
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Fort Belvoir Army Reserve,110262,30.29,-393,-41,0.31923963688314%,2
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Frederick (Cluster),9093562,25.41,91088,-506,10.9899841248989%,705
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Frederick,9093562,25.41,91088,-506,10.9899841248989%,705
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Fredericksburg City,3035779,29.85,-25867,-1084,4.62322868406773%,286
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Gaithersburg,6613910,29.88,77734,-2687,9.792210906744%,199
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Georgetown,3746150,46.82,10118,-1465,22.367924451828%,153
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Germantown,3565867,28.05,-68834,-1545,24.5633110404015%,70
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Great Falls,186600,31.03,374,-66,8.3938904106617%,17
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Greater Fairfax County (Cluster),64945444,34.23,-187082,-55841,17.5455540418625%,1177
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Greater Fredericksburg (Cluster),10622785,28.83,-12936,4879,6.30820468068123%,801
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Greater Upper Marlboro,577678,27.02,-1967,-204,1.18751274421811%,53
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Greenbelt,3894555,23.98,-33077,-1465,23.5121086239815%,80
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Herndon,12445573,32.57,-173476,-96650,25.2051472663879%,172
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Huntington/Mt Vernon,1115450,26.84,1366,-480,14.3836125731468%,62
Office,2025 Q3,All,2025 Q2,Washington - DC USA - I-270 Corridor (Cluster),47096433,31.14,-556426,-177043,18.4672027826309%,819
Office,2025 Q3,All,2025 Q2,Washington - DC USA - I-270 Corridor North,951931,28.32,1596,-376,0.425976235419512%,23
Office,2025 Q3,All,2025 Q2,Washington - DC USA - I-395 Corridor,7907616,33.28,-105815,-3991,28.5726577043533%,167
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Jefferson County (Cluster),1038247,29.79,-707,-354,2.90913432836533%,118
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Jefferson County,1038247,29.79,-707,-354,2.90913432836533%,118
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Kensington/Wheaton,2170009,30.09,16440,-954,8.29646363854408%,112
Office,2025 Q3,All,2025 Q2,Washington - DC USA - King George County,742954,23.39,-7837,-137,6.82168751955032%,59
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Landover/Largo/Captl Hts,4747190,25.58,57338,-1953,7.27830603718758%,130
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Lanham,2267775,25.91,-424645,-842,28.9674252271652%,71
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Laurel,3129443,25.38,-960,-1221,16.9435262680054%,134
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Leesburg/Route 7 Corridor (Cluster),8150607,31.72,-85076,64484,7.12042674422264%,443
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Leesburg/West Loudoun,4002194,32.2,-77767,-1554,5.9325709939003%,358
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Logan Circle,1536540,44.68,-4527,-644,3.67969609797001%,67
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Manassas,2626006,26.72,7401,-997,3.13083827495575%,226
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Manassas/Route 29/I-66 (Cluster),5889799,28.08,104955,-2326,4.05959524214268%,380
Office,2025 Q3,All,2025 Q2,Washington - DC USA - McLean,1677165,33.84,48274,-617,8.64363387227058%,118
Office,2025 Q3,All,2025 Q2,Washington - DC USA - Merrifield,10634171,33.28,-79536,-89512,13.0414769053459%,122
Office,2025 Q3,All,2025 Q2,Washington - DC USA - N Arlington/E FallsChurch,905129,33.2,-4537,-337,1.15475254133344%,57
Office,2025 Q3,All,2025 Q2,Washington - DC USA - N Prince George's County (Cluster),20574711,25.59,-424577,-8572,15.504489839077%,692
Office,2025 Q3,All,2025 Q2,Washington - DC USA - NatHbr/OxnHill/FtWash,1351904,31.11,-71545,-1402,22.2129672765732%,59
Office,2025 Q3,All,2025 Q2,Washington - DC USA - National Landing (Cluster),16015929,43.74,-307754,-9922,25.8256882429123%,61
Office,2025 Q3,All,2025 Q2,Washington - DC USA - NoMa,12118409,51.63,-338926,-6805,15.2159169316292%,58
Office,2025 Q3,All,2025 Q2,Washington - DC USA - North Bethesda/Potomac,11150757,33.44,-27465,8898,19.083708524704%,132
