Property Class Name,Period,Slice,As Of,Geography Name,Inventory SF,Market Asking Rent/SF,Net Absorption SF 12 Mo,Net Delivered SF 12 Mo,Vacancy Rate,Existing Buildings
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Livingston County,3079783,21.08,9752,3160,9.64801758527756%,420
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Livingston/W Oakland (Cluster),9534263,22.51,21993,520,10.5271905660629%,763
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Macomb (Cluster),17981093,19.28,-301083,4051,9.48953405022621%,1740
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Macomb East,8704681,19.57,-71998,-2850,9.18694213032722%,999
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Macomb West,9276412,19,-229085,6901,9.7734771668911%,741
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - North Oakland (Cluster),21748323,21.4,-270797,-217317,8.68883058428764%,831
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Pontiac,6661141,19.73,-131980,-2340,9.0054988861084%,224
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Rochester,2930272,22.51,-61363,-999,9.59876775741577%,189
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Royal Oak (Cluster),5771813,22.53,-179661,7414,10.8997121453285%,669
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Royal Oak,5771813,22.53,-179661,7414,10.8997121453285%,669
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Southern I-275 Corridor,12813220,20.51,26681,-245,14.5677983760834%,1027
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Southfield (Cluster),23433793,19.02,-421953,-8926,26.1238723993301%,583
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Southfield,23433793,19.02,-421953,-8926,26.1238723993301%,583
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - St Clair & Lapeer Counties,6330741,20.57,-53450,-2141,4.22133840620518%,899
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Suburban (Location Type),106453059,21.31,-881201,70021,10.4476027190685%,7821
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - The Pointes/Harper Woods,1347990,24.52,18866,-418,8.50688815116882%,192
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Troy (Cluster),18276399,21.06,103501,-7018,16.7166739702225%,342
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Troy North,5724297,20.79,77176,-2058,14.3564879894257%,93
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Troy South,12552102,21.19,26325,-4960,17.7930191159248%,249
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - Urban (Location Type),58089922,20.83,-957581,-222138,18.4343308210373%,1943
Office,2025 Q3,All,2025 Q2,Detroit - MI USA - West Wayne (Cluster),27037545,21,-243978,-5749,10.6142364442348%,1755
Office,2025 Q3,All,2025 Q2,Dover - DE USA - Kent County (Cluster),5583425,24.05,-31649,-876,7.23786950111389%,534
Office,2025 Q3,All,2025 Q2,Dover - DE USA - Kent County,5583425,24.05,-31649,-876,7.23786950111389%,534
Office,2025 Q3,All,2025 Q2,Dover - DE USA - Suburban (Location Type),5583425,24.05,-31649,-876,7.23786950111389%,534
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Carlton County (Cluster),341323,19.09,-422,-58,1.71802081167698%,69
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Carlton County,341323,19.09,-422,-58,1.71802081167698%,69
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - CBD (Location Type),4112657,19.54,-714987,-572068,7.73144960403442%,91
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Downtown CBD (Cluster),4112657,19.54,-714987,-572068,7.73144960403442%,91
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Downtown CBD,4112657,19.54,-714987,-572068,7.73144960403442%,91
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - East Central (Cluster),354629,23.44,2305,-74,1.34168388321996%,37
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - East Central,354629,23.44,2305,-74,1.34168388321996%,37
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Lakeside/East End (Cluster),61233,20.33,-73,-13,0.0979863805696368%,12
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Lakeside/East End,61233,20.33,-73,-13,0.0979863805696368%,12
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Lincoln Park/Garfield (Cluster),91871,19.5,-2372,-24,2.55902297794819%,15
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Lincoln Park/Garfield,91871,19.5,-2372,-24,2.55902297794819%,15
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Miller Hill/Airpark (Cluster),267533,21.87,384,-59,0.865313783288002%,42
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Miller Hill/Airpark,267533,21.87,384,-59,0.865313783288002%,42
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - North Duluth (Cluster),269920,23.25,-28392,-63,23.4302759170532%,13
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - North Duluth,269920,23.25,-28392,-63,23.4302759170532%,13
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - North St Louis County (Cluster),936331,19.58,-1212,-196,1.11744673922658%,102
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - North St Louis County,936331,19.58,-1212,-196,1.11744673922658%,102
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Outlying Douglas County (Cluster),23499,19.06,-28,-3,0.10638750391081%,7
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Outlying Douglas County,23499,19.06,-28,-3,0.10638750391081%,7
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - South St Louis County (Cluster),262726,23.34,-1966,-51,1.718520373106%,37
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - South St Louis County,262726,23.34,-1966,-51,1.718520373106%,37
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Suburban (Location Type),3731337,20.38,-30155,-783,3.43281775712967%,442
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Superior (Cluster),883004,18.73,1931,-196,3.87676618993282%,79
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - Superior,883004,18.73,1931,-196,3.87676618993282%,79
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - West End (Cluster),239268,19.23,-310,-46,0.110336521174759%,29
Office,2025 Q3,All,2025 Q2,Duluth - MN USA - West End,239268,19.23,-310,-46,0.110336521174759%,29
Office,2025 Q3,All,2025 Q2,Durham - NC USA - CBD (Location Type),7171507,32.7,5817,-1670,12.7340883016586%,274
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Chatham County (Cluster),695737,24.93,26918,-129,4.65678833425045%,117
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Chatham County,695737,24.93,26918,-129,4.65678833425045%,117
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Downtown Durham,7171507,32.7,5817,-1670,12.7340883016586%,274
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Durham County (Cluster),16943058,29.28,-193768,-3615,10.9252475202084%,842
Office,2025 Q3,All,2025 Q2,Durham - NC USA - North Durham,3178026,25.59,-78518,-567,4.79555539786816%,205
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Orange County (Cluster),5468440,29.76,-10126,-1135,8.39317962527275%,341
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Orange County,5468440,29.76,-10126,-1135,8.39317962527275%,341
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Person County (Cluster),343433,24.5,497,-52,1.64573583751917%,55
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Person County,343433,24.5,497,-52,1.64573583751917%,55
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Research Triangle (Cluster),14213856,28.06,-131667,154067,11.4235505461693%,230
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Research Triangle,14213856,28.06,-131667,154067,11.4235505461693%,230
Office,2025 Q3,All,2025 Q2,Durham - NC USA - South Durham,6593525,27.33,-121067,-1378,11.9123078882694%,363
Office,2025 Q3,All,2025 Q2,Durham - NC USA - Suburban (Location Type),30493017,27.83,-313963,150806,10.0304901599884%,1311
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - 680 Corridor North (Cluster),20556506,35.81,-259696,-5889,21.8300864100456%,976
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - 680 Corridor South (Cluster),27405919,35.57,26960,-268784,16.7316406965256%,776
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - 80 Corridor (Cluster),13502054,40.43,-276023,-5033,13.1585612893105%,850
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - 880 Corridor (Cluster),18020051,34.27,-71028,-5295,10.6550641357899%,1163
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Alameda,4220364,34.73,23481,-1248,4.87071722745895%,210
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Antioch/Pittsburg,2838999,29.74,-19279,-708,6.62811100482941%,307
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Berkeley,6327702,40.81,-202808,-1641,11.3356158137321%,484
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Bishop Ranch,6941764,38.21,-54921,-2183,25.0868082046509%,27
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - CBD (Location Type),22825556,43.99,-167343,-7787,19.3768814206123%,349
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Concord/Pleasant Hill,7753905,31.05,-83663,-2227,24.2534309625626%,386
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Danville/Alamo,1531717,37.22,36956,-389,7.42258504033089%,155
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Dublin,2815765,34.92,-86222,-794,22.6816162467003%,59
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Emeryville,4333258,44.86,-11811,-1316,19.5055544376373%,67
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Fremont,5181060,34.54,-84636,-1382,12.4658077955246%,252
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Hayward/Castro Valley,4078572,33.02,-5994,-1153,5.84449656307697%,331
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Highway 4 (Cluster),4858336,29.03,-16987,-1188,5.00442944467068%,519
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Lamorinda,1873462,40.1,-88283,-458,12.9396811127663%,211
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Livermore,2139604,32.98,9870,-573,16.5459588170052%,177
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Martinez/Pacheco/Hercules,2019337,28.02,2292,-480,2.72168535739183%,212
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Newark,1670921,38.3,13177,-460,39.8428171873093%,49
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Oakland (Cluster),32600502,40.65,-260084,45513,16.3040712475777%,1075
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Oakland-Downtown,21438341,44.31,-100775,-7384,19.4697394967079%,291
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Oakland-North,3803461,38.14,15640,-1059,10.1840399205685%,360
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Oakland-Port/Jack London,1387215,38.93,-66568,-403,17.9418474435806%,58
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Oakland-South/Airport,5019350,29.04,-135925,-1415,8.00705254077911%,303
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Oakland-West,952135,31.95,27544,55774,10.8261957764626%,63
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Pleasanton,11842754,34.85,120352,-3288,12.1316879987717%,248
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Richmond/San Pablo,2841094,32.83,-61404,-2076,7.53815248608589%,299
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - San Leandro,2612505,32.59,-31157,-635,6.13874420523643%,291
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - San Ramon,2134315,33.23,925,-261557,14.0979662537575%,110
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Suburban (Location Type),54247466,34.17,-331361,-277684,16.4282903075218%,2600
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Union City,256629,31.75,14101,-417,1.6116650775075%,30
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Urban (Location Type),39870346,37.19,-358154,44795,12.5236332416534%,2410
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Walnut Creek-BART/DT,8522999,40.19,-37124,-2512,22.6923525333405%,301
Office,2025 Q3,All,2025 Q2,East Bay - CA USA - Walnut Creek-Shadelands,2406140,32.3,-50626,-692,17.8886517882347%,78
Office,2025 Q3,All,2025 Q2,East Stroudsburg - PA USA - Monroe County (Cluster),2896882,20.6,78491,-372,3.34608033299446%,453
Office,2025 Q3,All,2025 Q2,East Stroudsburg - PA USA - Monroe County,2896882,20.6,78491,-372,3.34608033299446%,453
Office,2025 Q3,All,2025 Q2,East Stroudsburg - PA USA - Suburban (Location Type),2896882,20.6,78491,-372,3.34608033299446%,453
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - CBD (Cluster),5127034,22.13,-122920,-576,6.42363578081131%,102
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - CBD,5127034,22.13,-122920,-576,6.42363578081131%,102
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - CBD (Location Type),5127034,22.13,-122920,-576,6.42363578081131%,102
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Central (Cluster),4034101,19.2,19220,-198,4.14798744022846%,733
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Central,4034101,19.2,19220,-198,4.14798744022846%,733
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - East (Cluster),8073032,23.82,63187,52256,5.01343235373497%,818
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - East,8073032,23.82,63187,52256,5.01343235373497%,818
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Horizon (Cluster),113366,21.82,560,2493,1.70509684830904%,24
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Horizon,113366,21.82,560,2493,1.70509684830904%,24
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Northeast (Cluster),1196033,21.47,-13281,-69,2.02904101461172%,210
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Northeast,1196033,21.47,-13281,-69,2.02904101461172%,210
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Northeast Butterfield Trail (Cluster),129352,22.53,3713,-14,4.98948618769646%,5
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Northeast Butterfield Trail,129352,22.53,3713,-14,4.98948618769646%,5
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Outlying El Paso County (Cluster),748820,21.12,17994,-35,1.12496996298432%,194
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Outlying El Paso County,748820,21.12,17994,-35,1.12496996298432%,194
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Suburban (Location Type),15551832,23.71,120163,59203,4.63568530976772%,1761
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - Urban (Location Type),4034101,19.2,19220,-198,4.14798744022846%,733
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - West (Cluster),5291229,24.47,47990,4572,5.19952923059464%,510
Office,2025 Q3,All,2025 Q2,El Paso - TX USA - West,5291229,24.47,47990,4572,5.19952923059464%,510
Office,2025 Q3,All,2025 Q2,Elizabethtown-Fort Knox - KY USA - Meade County (Cluster),113119,20.86,-224,-17,0.182993127964437%,22
Office,2025 Q3,All,2025 Q2,Elizabethtown-Fort Knox - KY USA - Meade County,113119,20.86,-224,-17,0.182993127964437%,22
Office,2025 Q3,All,2025 Q2,Elizabethtown-Fort Knox - KY USA - Suburban (Location Type),113119,20.86,-224,-17,0.182993127964437%,22
Office,2025 Q3,All,2025 Q2,Elkhart - IN USA - Downtown Elkhart,1176639,16.79,-3876,-242,2.86969915032387%,116
Office,2025 Q3,All,2025 Q2,Elkhart - IN USA - Elkhart County (Cluster),4953646,16.59,-35677,-982,3.09842489659786%,577
Office,2025 Q3,All,2025 Q2,Elkhart - IN USA - Outlying Elkhart County,3777007,16.53,-31801,-740,3.16967889666557%,461
Office,2025 Q3,All,2025 Q2,Elkhart - IN USA - Suburban (Location Type),3777007,16.53,-31801,-740,3.16967889666557%,461
Office,2025 Q3,All,2025 Q2,Elkhart - IN USA - Urban (Location Type),1176639,16.79,-3876,-242,2.86969915032387%,116
Office,2025 Q3,All,2025 Q2,Erie - PA USA - Downtown Erie (Cluster),3915855,16.17,-10644,-171858,1.0701366700232%,138
Office,2025 Q3,All,2025 Q2,Erie - PA USA - Downtown Erie,3915855,16.17,-10644,-171858,1.0701366700232%,138
Office,2025 Q3,All,2025 Q2,Erie - PA USA - Greater Erie (Cluster),3073051,15.7,24850,-631,3.05276419967413%,312
Office,2025 Q3,All,2025 Q2,Erie - PA USA - Greater Erie,3073051,15.7,24850,-631,3.05276419967413%,312
Office,2025 Q3,All,2025 Q2,Erie - PA USA - Outlying Erie County (Cluster),3379868,16.85,7195,-696,3.64395901560783%,417
Office,2025 Q3,All,2025 Q2,Erie - PA USA - Outlying Erie County,3379868,16.85,7195,-696,3.64395901560783%,417
Office,2025 Q3,All,2025 Q2,Erie - PA USA - Suburban (Location Type),6452919,16.3,32045,-1327,3.36241647601128%,729
Office,2025 Q3,All,2025 Q2,Erie - PA USA - Urban (Location Type),3915855,16.17,-10644,-171858,1.0701366700232%,138
Office,2025 Q3,All,2025 Q2,Eugene - OR USA - Lane County (Cluster),12408643,23.3,14589,-915,4.4112641364336%,1072
Office,2025 Q3,All,2025 Q2,Eugene - OR USA - Lane County,12408643,23.3,14589,-915,4.4112641364336%,1072
Office,2025 Q3,All,2025 Q2,Eugene - OR USA - Suburban (Location Type),12408643,23.3,14589,-915,4.4112641364336%,1072
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Downtown Evansville (Cluster),4542077,15.14,-24824,-1105,3.76184731721878%,118
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Downtown Evansville,4542077,15.14,-24824,-1105,3.76184731721878%,118
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Eastside (Cluster),4112807,16.14,-8739,-911,6.96113407611847%,367
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Eastside,4112807,16.14,-8740,-911,6.96115791797638%,367
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Henderson County (Cluster),339862,15.39,-4938,-73,1.43175758421421%,55
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Henderson County,339862,15.39,-4938,-73,1.43175758421421%,55
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Northside/Airport (Cluster),1667480,13.74,-37813,-360,4.62446324527264%,141
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Northside/Airport,1667480,13.74,-37813,-360,4.62446324527264%,141
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Posey County (Cluster),171414,12.21,-4654,-35,2.69464571028948%,20
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Posey County,171414,12.21,-4654,-35,2.69464571028948%,20
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Suburban (Location Type),8039351,15.6,-65561,-1748,4.84458245337009%,771
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Urban (Location Type),4542077,15.14,-24824,-1105,3.76184731721878%,118
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Warrick County (Cluster),858913,17.33,-12561,-165,1.60365477204323%,126
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Warrick County,858913,17.33,-12561,-165,1.60365477204323%,126
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Westside (Cluster),888875,15.61,3144,-204,0.315454928204417%,62
Office,2025 Q3,All,2025 Q2,Evansville - IN USA - Westside,888875,15.61,3144,-204,0.315454928204417%,62
Office,2025 Q3,All,2025 Q2,Fairbanks - AK USA - Suburban (Location Type),512989,26.13,-1433,-37,2.80629806220531%,45
Office,2025 Q3,All,2025 Q2,Fargo - ND USA - Suburban (Location Type),8057264,19.03,-32412,-1897,3.92977073788643%,359
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Downtown Fayetteville (Cluster),1799367,20.87,12903,-295,3.91315408051014%,192
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Downtown Fayetteville,1799367,20.87,12903,-295,3.91315408051014%,192
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - East Fayetteville (Cluster),90445,17.31,2202,-9,4.19149771332741%,19
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - East Fayetteville,90445,17.31,2202,-9,4.19149771332741%,19
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Hoke County (Cluster),107485,23.02,-2263,-17,8.13881009817123%,15
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Hoke County,107485,23.02,-2263,-17,8.13881009817123%,15
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - North Fayetteville (Cluster),1679574,19.32,-1852,-216,2.3904275149107%,306
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - North Fayetteville,1679574,19.32,-1852,-216,2.3904275149107%,306
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Raeford (Cluster),111052,18.33,-183,-11,0.154882401693612%,30
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Raeford,111052,18.33,-183,-11,0.154882401693612%,30
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Southwest Fayetteville (Cluster),4055620,21.8,24331,-624,2.74251531809568%,496
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Southwest Fayetteville,4055620,21.8,24331,-624,2.74251531809568%,496
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Spring Lake (Cluster),113336,21.56,-7089,-10,9.05449315905571%,18
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Spring Lake,113336,21.56,-7089,-10,9.05449315905571%,18
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Suburban (Location Type),6157512,21.01,15146,-887,2.8314683586359%,884
Office,2025 Q3,All,2025 Q2,Fayetteville - NC USA - Urban (Location Type),1799367,20.87,12903,-295,3.91315408051014%,192
Office,2025 Q3,All,2025 Q2,Flagstaff - AZ USA - Suburban (Location Type),915090,31.96,-43606,-76,6.64623156189919%,110
Office,2025 Q3,All,2025 Q2,Flint - MI USA - Flint (Cluster),10371055,19.15,-93114,-2384,5.71472235023975%,985
Office,2025 Q3,All,2025 Q2,Flint - MI USA - Flint,10371055,19.15,-93114,-2384,5.71472235023975%,985
Office,2025 Q3,All,2025 Q2,Florence-Muscle Shoals - AL USA - Suburban (Location Type),686645,20.21,-6201,-119,1.91015731543303%,69
Office,2025 Q3,All,2025 Q2,Fond du Lac - WI USA - Fond du Lac,1713923,17.41,23407,-378,3.66288349032402%,158
Office,2025 Q3,All,2025 Q2,Fond du Lac - WI USA - Fond du Lac County (Cluster),1713923,17.41,23407,-378,3.66288349032402%,158
Office,2025 Q3,All,2025 Q2,Fond du Lac - WI USA - Suburban (Location Type),1713923,17.41,23407,-378,3.66288349032402%,158
Office,2025 Q3,All,2025 Q2,Fort Collins - CO USA - Fort Collins/Loveland (Cluster),12063618,27.81,9870,43450,7.17137232422829%,990
